relpath	datechange	family	optype	familyoptype	label	example	topic	nodex	nodey	text
CHOP/timerCHOP/example16	240201	CHOP	timerCHOP	CHOP/timerCHOP	Timer	16	timers overlapping	100	-615	poemPlayer takes a list of phrases (one phrases per sequential parameter block) that can overlap in time - at most two phrases at a time. You can interactively move/trim/extend any phrase.Click/scrub and release the timeline slider to see it operating. Or click above the slider to pause/play.Each segment has a rise time and fall time that fades-on and -off the lines of text. Inside poemPlayer, this is accomplished with the Trigger CHOP exported to the Text TOP.It splits the phrases into two groups, the even segments and the odd segments appearing as two rows of red text strings. Each group goes to one Timer CHOP.Clicking on the slider or above it will scrub or play the timers by setting .masterSEconds or .masterFraction on each Timer CHOP. That's in the Panel Execute DAT.It renders one Text TOP for each Timer CHOP and adds the images together.In the interface you can change the red bars' start time, end time, and you can shift the bar: click/drag the left, middle and right part of any bar. That changes the specLyric.poemPlayer is simpler - it does the same thing but hides the table inside and you set everything with parameters on its Spec page.  
CHOP/timerCHOP/example17	201215	CHOP	timerCHOP	CHOP/timerCHOP	Timer	17	state machine game	360	-615	Put multichoiceGame in a floating window and go into that network. Press Begin Match.Timer CHOPs can trigger each other and implement state machine behavior.Most Timer CHOPs here initiate some action in another Timer CHOP using:(1) its "ready_pulse" channel is exported to the Initialize parameter on another Timer CHOP.(2a) its "done" channel is exported to a Start parameter on another Timer CHOP, or(2b) some of its callbacks running a python command to .pulse() another Timer CHOP. You would see this in onDone()  sometimes.Normally you pulse the Initialize parameter of a bunch of Timer CHOPs, then Start one Timer CHOP, The behavior continues forever or until one Timer stops awaiting further action from the user.The node color is set with its .color member.
CHOP/timerCHOP/example18	170101	CHOP	timerCHOP	CHOP/timerCHOP	Timer	18	start hold loop end	620	-615	Timer CHOPs can implment an animation technique called Start-Holdloop-End - SHE.There are three animations that fit together seamlessly, and where the second is a loop that can run perpetually.An "Exit at End of Cycle" signal is received while the second loop is running so that the second animation finishes its loop and then continues on to run the third loop.The Switch TOP is set to 0 1 or 2 by the three Timer CHOPs by their onStart() and onInitialize() callbacks.Complete has no effect until the middle timer is running.
CHOP/timerCHOP/example19	170101	CHOP	timerCHOP	CHOP/timerCHOP	Timer	19	sequence animation	880	-615	Each timer can drive an Animation component that drives a 3D object.In this case, the times are expressed in frames in the Timer CHOP, and frame (relative to 0) is sent to the Animation Component.The latter is set to be driven by frame number,  starting from 1. The duration in the Timer table needs to match the duration of the keyframes in the Animation  component.Not complete: eval15 automatically fetches the lengths from the Animation components.ALTERNATE:If you want to control the speed that the animations play back at via the segments DAT, you can put the desired lengths in seconds or frames in the segments table, then use the 0-1 timer_fraction channels in the Animation Components by setting their Input Index Units parameter to Fraction, and alter the Select CHOP in the Animation component to use  timer_fraction*.
CHOP/timerCHOP/example20	170101	CHOP	timerCHOP	CHOP/timerCHOP	Timer	20	jump to segment	1140	-615	The buttons cause the Timer CHOP to jump to different segments after the current segment completes, thanks to the endofcycle=True in goTo().Even after it reaches Done, you can jump to any segment and keep counting.The running_seconds increases when you jump to any segment. The cumulative_seconds jumps to whatever would be if you had initialized and then reached that segment naturally.If you want to reset to 0, you need to press Initialize and then you can jump anywhere.
CHOP/timerCHOP/example21	170101	CHOP	timerCHOP	CHOP/timerCHOP	Timer	21	timer back-to-back	100	-845	This runs a schedule of segments that are back-to-back, do not overlap, and each segment has a variable length.You can click the right of a segment and lengthen or shorten the segment.Launch backtoback in a floating viewer, go into backtoback, play the backtoback timeline, watch textport and nodes. Then scrub its timeline, see how onSegmentEnter() gets called any tin you scrub into a segment.
CHOP/timerCHOP/example22	170101	CHOP	timerCHOP	CHOP/timerCHOP	Timer	22	movie sequencer	360	-845	This takes a list of movies and generates a timed playlist where each movie crossfades to the next over N seconds, default 1 second (in crosstime DAT).Set the Folder DAT Root Folder to a location where movies exist on your computer.Click/scrub and release the slider to see it operating. Or click above the slider to play it from the start.Each movie crossfades via a Trigger CHOP curve that fades out/in the movies before adding them together.It splits the movies into two groups,  the even movies and the odd movies appearing, as two rows of red text strings. Each group goes to one Timer CHOP.Clicking on the slider or above it will scrub or play the timers by calling the goTo() method on each Timer CHOP. That's in the Panel Execute DAT.It renders one Text TOP for each Timer CHOP and adds the images together. 
CHOP/timerCHOP/example23	170101	CHOP	timerCHOP	CHOP/timerCHOP	Timer	23	sequence channels	620	-845	This takes a set of animation clips that can be sequenced end-to-end, with the second clip optionally looping.It can be one animation that is cut into three or more parts.This example doesn't do blending.The "chop" column sets which CHOP to select from, and its Lookup CHOP gets its index from the "timer_fraction" channel.Click "End Segment at End of Cycle" while it's looping to cleanly go to the next segment.
CHOP/timerCHOP/example24	181101	CHOP	timerCHOP	CHOP/timerCHOP	Timer	24	run delayed + check	890	-845	When clicking Start, this waits a frame (Delay parameter = 1 frame), runs a command, then optionally checks on subsequent frames for a desired condition.This is an alternative to running the run(cmd, 'delayFrames=1) and writing a python script to loop one or more frames to wait until a condition is satisfied.It is set to time out after 10 frames with the Cycle parameters.
CHOP/timerCHOP/example25	211102	CHOP	timerCHOP	CHOP/timerCHOP	Timer	25	infinite timer	1150	-845	To run a timer without end, change the Length Type menu from its default value Fixed to Infinite.Once you start, timer_seconds, master_seconds and running_seconds will endlessly rise, as if the length was infinite.timer_fraction will remain at 0.The channels ready and running will behave like they do when Length Type is Fixed.You can pulse Go to Done, and the *_seconds channels will freeze at their current value.Segments do not apply in Infinite mode, and the Segments page is disabled.The Delay parameter works in Infinite mode. If Speed is below 1, or Play is off, it will slow down timer_seconds and cumulative_seconds,  according to their normal rules.
CHOP/timerCHOP/example26	220121	CHOP	timerCHOP	CHOP/timerCHOP	Timer	26	subrange looping	100	-1075	Show the Textport. Press Start on the timer. It prints the segments it is starting and the segment's length.This will run the sequence, and stop once it's done.Then turn on Sub Range.onSubrangeStart() is called every time it loops.scrubbable with slider1
CHOP/timerCHOP/example27	220419	CHOP	timerCHOP	CHOP/timerCHOP	Timer	27	timecode generator	360	-1085	Adjust the Seconds parameter on the pars COMP. info1 displays the seconds value as timecode, both count-up and count-down.With any CHOP containing a channel that is expressing time in seconds or frames or fraction of a Length, you can pass the channel to the Timer CHOP whose Time Control parameter is set to External CHOP Channel. Then you get the timecodes in an Info DAT table. To use the Frames parameter instead, change timer1's External Units parameter to Frames, and the External Channel parameter to 'Frames'. This will pick up the 'Frames' channel of par1. Now you can adjust the Frames parameter of the pars component. Same idea with Fraction. it’s a 2-node timecode generator. But text2 shows that you don't need the Info DAT for count-up.Note: The Timer CHOP's Length parameter is set to 1000 seconds. To change it you have to change Time Control to Sequential, change the Length, Initialize, the go back to External Time Control. Or if count-down is not needed, change Length Type to Infinite.
CHOP/timesliceCHOP/example1	170101	CHOP	timesliceCHOP	CHOP/timesliceCHOP	Time Slice	1	analysis	50	50	Move the slider and see the Trail CHOP.Now un-bypass the Hog CHOP above. Now TouchDesigener is skipping most frames.When you move the slider, the slider values are stepping too, as you see with channel v1 in the Trail CHOP.But the Time Slice CHOP figures out the in-between values and passes all those samples to its output.The third channel shows which frames were cooked (1) and which frames were mossed (0).See also:the wiki page "Time Slicing".the training video "Time Slicing Vid" 
CHOP/timesliceCHOP/example2	170101	CHOP	timesliceCHOP	CHOP/timesliceCHOP	Time Slice	2	interpolations	300	50	With the Hog CHOP un-bypassed, TouchDesigener is skipping most frames.This shows the three ways the Time Slice  CHOP deals with its input, which is a 2-second smooth-noise and Extend Conditions set to mirror outside its 2-second range. Each time the Time Slice CHOP cooks, it samples one value of the input CHOP  and holds that value for the entire CHOP.In teh second case, it linearly interpolates from one frame to the next.In the third case, it extracts multi-samples from the input. 
CHOP/timesliceCHOP/example3	170101	CHOP	timesliceCHOP	CHOP/timesliceCHOP	Time Slice	3	single sample to time slice	550	50	The first 2 CHOPs simulates a case where you get only one new sample every time a CHOP cooks, or an input device is read. An example is getting data from a Kinect or a Leap Motion device, you are taking camera input into CHOPs via a TOP to CHOP.Without a Time Slice CHOP set to Linear the values step from one time slice to the next. The Time SLice CHOP can smooth that.The Filter CHOP smooths it a bit further,  though making it a bit mose sluggish. 
CHOP/toptoCHOP/example1	170101	CHOP	toptoCHOP	CHOP/toptoCHOP	TOP to	1	single pixel	50	50	You can get the  RGBA values of a single pixel.Adjust U Start and V Start parameters.
CHOP/toptoCHOP/example2	170101	CHOP	toptoCHOP	CHOP/toptoCHOP	TOP to	2	column	300	50	Here we have the RGBA values of the middle column of the image.
CHOP/toptoCHOP/example3	170101	CHOP	toptoCHOP	CHOP/toptoCHOP	TOP to	3	row	550	50	Here we have the RGBA values of a full row of the image.In the case where you want the values to be between 0 and 255, the second CHOP sets the RGBA Units parameter.
CHOP/toptoCHOP/example4	170101	CHOP	toptoCHOP	CHOP/toptoCHOP	TOP to	4	color picker	800	50	This is a basic example of how you could make your own color picker, using the u and v of a Panel CHOP as co-ordinates to analyze.
